iter	RMSE
0	0.1393620009
1	0.1374114366
2	0.1358897794
3	0.1337486241
4	0.1316104807
5	0.1298622765
6	0.1279084309
7	0.1261258502
8	0.1241056215
9	0.1226819938
10	0.1209385934
11	0.1193833347
12	0.1178866467
13	0.1161392906
14	0.1143997326
15	0.1128621332
16	0.1112625273
17	0.1098411393
18	0.1085169062
19	0.1071015441
20	0.1057605772
21	0.1044208637
22	0.1031387665
23	0.1018262093
24	0.1005976651
25	0.09944641072
26	0.09838168775
27	0.09713684988
28	0.09611443235
29	0.09493248879
30	0.09369384824
31	0.09265888469
32	0.09159498638
33	0.09057783868
34	0.08956481558
35	0.08863833453
36	0.08776143948
37	0.08670388054
38	0.08587227096
39	0.08508658862
40	0.08422750554
41	0.08352671452
42	0.08269202027
43	0.0818915275
44	0.08085497087
45	0.07995706715
46	0.07928168171
47	0.07847849612
48	0.07784627307
49	0.07698375092
50	0.07622191623
51	0.07551382356
52	0.07466896097
53	0.07406102374
54	0.07339177284
55	0.0727238573
56	0.07196172253
57	0.07125956175
58	0.07071286915
59	0.06992258909
60	0.06937086863
61	0.06879021829
62	0.06806101895
63	0.06737963835
64	0.06669010432
65	0.06607212979
66	0.06549352075
67	0.06480576927
68	0.06421388906
69	0.0638019451
70	0.06334798313
71	0.06278955323
72	0.0622426777
73	0.06172569133
74	0.06125952802
75	0.06112748545
76	0.06066164144
77	0.06011467673
78	0.05965090971
79	0.0590785951
80	0.05863644699
81	0.05814738167
82	0.05771257137
83	0.05719312856
84	0.0568496067
85	0.05640488993
86	0.05603941296
87	0.0555809853
88	0.05525632131
89	0.05480758636
90	0.05433290672
91	0.05400635143
92	0.05376330105
93	0.05347700355
94	0.05332707169
95	0.05294795205
96	0.05277162391
97	0.05241912731
98	0.05207568688
99	0.05168598439
100	0.0513787464
101	0.05103725813
102	0.05067389471
103	0.05038596714
104	0.05000170303
105	0.04964923563
106	0.04939504685
107	0.04906713101
108	0.04880952448
109	0.0485634406
110	0.04825762587
111	0.04799206595
112	0.04772062758
113	0.04745548487
114	0.04721051391
115	0.04693638852
116	0.04668074917
117	0.04640709819
118	0.04614440296
119	0.04586538946
120	0.04549583904
121	0.04534060342
122	0.04490679621
123	0.04467350025
124	0.0443959265
125	0.04415510088
126	0.0439666675
127	0.04372482806
128	0.04338295901
129	0.04298816939
130	0.04267915267
131	0.04248108207
132	0.04229968942
133	0.04208735974
134	0.04190708459
135	0.04155462222
136	0.0412833228
137	0.04114085845
138	0.04098517025
139	0.04080832183
140	0.04064719196
141	0.04035703001
142	0.04016671457
143	0.03984595347
144	0.0395920836
145	0.03937640824
146	0.0391117168
147	0.03900869424
148	0.03867852844
149	0.03841551459
150	0.03820796298
151	0.03793217251
152	0.03773874965
153	0.03754180838
154	0.03732664398
