ID,PredictedProb
0,0.19313229493057985
1,0.9453601923361621
2,0.8695988222860659
7,0.790602489157146
10,0.8127851133414594
11,0.6265661895566319
13,0.9406133009461576
14,0.601571207731326
15,0.9371090096884571
16,0.8663455338082006
17,0.7455244711872335
18,0.8001189813544992
19,0.9308056877677313
20,0.8408054075672694
25,0.9701506628330647
26,0.8221697760122592
29,0.8991022117732418
38,0.953339401096131
41,0.9499486311807396
44,0.5326105687730073
45,0.23536036520379836
47,0.7083535357087507
48,0.6322953327650617
49,0.904592138022576
50,0.8457621923614073
53,0.5030160581510116
56,0.4721585328481323
59,0.8199202927299348
60,0.6937390054117593
64,0.7819447990847603
65,0.9949843587000589
66,0.7227980341074212
68,0.9598445702106599
69,0.6454084325184387
70,0.9339146244169396
71,0.5404385142081948
72,0.587046465711254
76,0.8753127341639552
80,0.8051177726483099
82,0.8012329114230392
83,0.9849955895926601
85,0.8946341112775021
86,0.8899417646017487
87,0.8161640950862861
89,0.9594536601208543
97,0.8376111355076024
99,0.5642042633314716
101,0.8324347910534972
102,0.024035545871046605
103,0.5604609841321154
104,0.504661749471772
106,0.9710027068882263
107,0.6444050378469544
109,0.9599562895605074
111,0.48552291342734
113,0.8498651636601229
114,0.5167889403336784
118,0.8153184242375269
119,0.6761796005528675
120,0.8481290427529318
123,0.6978726444067643
128,0.21121523750370508
129,0.9445959709237847
131,0.9274839331599062
133,0.7525192952123871
134,0.5830821930281158
136,0.9555110130135648
137,0.8162611317816626
139,0.7567741178802991
140,0.8708576831940955
142,0.9324974887504452
144,0.8714663688778256
146,0.9651359507121181
147,0.7491892955657985
148,0.8888118189434222
150,0.10061464754645656
151,0.10936561116989439
152,0.9897186413775099
155,0.9941560746813208
158,0.9376055866721033
159,0.6541742604141753
160,0.994133468502103
161,0.695810745514058
165,0.9286323572739771
166,0.48683760114909846
170,0.9815326665973747
171,0.7835521709388734
174,0.6579339851230196
175,0.8594014256924168
179,0.7486028229522608
180,0.9205448354907875
181,0.868055970429135
184,0.7705124920454726
185,0.6296637146797249
187,0.8448866828253575
188,0.8098903609521381
190,0.753191385789466
191,0.6087464095687322
192,0.6490540414814308
193,0.8015523603569695
196,0.827821564132097
197,0.5843562478789244
198,0.7358715396841423
205,0.07734550640487485
211,0.9048638130223536
213,0.6727208587236235
214,0.8228772026222825
217,0.5482458593389699
218,0.9166367752423612
221,0.7469883813862859
222,0.6357133060266436
225,0.8262259661906124
229,0.788729421674458
236,0.6797171890160459
237,0.9166057469313719
238,0.8791288037439152
239,0.9604756675287254
242,0.8089609610419634
245,0.9245770547781911
246,0.7407232805590549
247,0.9772308141486294
248,0.9894386601560471
254,0.9117495786592051
255,0.5982382011442259
257,0.982009908415716
259,0.7605915131108978
264,0.9507212147139534
270,0.6883113342252701
272,0.9593849416502539
274,0.2745562035574526
275,0.3342599392995457
278,0.7800089102646346
280,0.27031258427728216
281,0.2948380743346045
282,0.25416645890367817
283,0.4473180473442979
284,0.987509412442117
286,0.47755741452816497
287,0.8829546363154892
288,0.9199268656714739
289,0.9154425460240543
290,0.6286873212028697
291,0.7470598106052228
294,0.6058019051124625
295,0.2512207115356423
297,0.5404370986554221
299,0.748867143637039
305,0.8184652588999403
307,0.4967545896847649
308,0.7822307578596475
313,0.4230763683865557
314,0.8177143109695376
315,0.7830340952545787
316,0.9051068315582508
317,0.8718178513825983
319,0.5283203705787674
322,0.8548871982188077
323,0.8448182596123895
324,0.8696366097172018
326,0.926204481025236
327,0.738297825924734
329,0.978600603812369
330,0.03320546966396872
331,0.698462847870344
336,0.4557988845855856
337,0.5392061916077557
338,0.8237975479784724
340,0.9913717681531359
345,0.5476217138326455
347,0.8863532207492106
348,0.8159648005181787
350,0.9792406671924826
352,0.7872161075570825
356,0.9469926702861776
357,0.9623195295480946
358,0.913185958568093
359,0.9146279264649023
361,0.8155749647053352
363,0.4019733419405309
364,0.797963225637994
368,0.8644134784998678
376,0.970891064921978
378,0.7421611277170085
382,0.8189725148207313
384,0.5352128105934234
385,0.9535653334150578
388,0.028041398040229107
389,0.9859440728490851
391,0.7535122365008944
392,0.6755464886427143
395,0.9411014470566652
396,0.9053500916701761
397,0.8192989212617633
399,0.7359960843417406
404,0.9557758169697872
407,0.1595396597563305
409,0.873249986228888
410,0.7809426860292082
413,0.1669750783590054
414,0.5745799369133276
416,0.7415639149974858
418,0.23970809452090466
419,0.9451371440152373
420,0.9459984711030768
422,0.9653560860543252
423,0.7762202561021383
427,0.6755506163672811
429,0.9733130914891797
430,0.5299158367746318
431,0.7504966487593917
432,0.6675084927609959
433,0.9075124869997941
434,0.028405864486183215
436,0.7586596821118494
437,0.8708053782532091
451,0.8237014437992122
452,0.7157973952002568
454,0.8372884466798237
457,0.9005388881102323
458,0.7936202926914221
460,0.6336366698709625
461,0.9423910333196934
462,0.7139600461062412
463,0.9557340274830878
465,0.952625704401966
467,0.8795289330091737
473,0.9070899959601554
474,0.9818101885260396
480,0.10083701338071178
481,0.7011573602270661
483,0.8485787323779553
484,0.5564793663024823
485,0.5993357961798436
487,0.9667270378185527
490,0.9534382168991116
491,0.9182328920705131
492,0.49955609251420174
496,0.9315063058283616
497,0.5859445875553416
498,0.9333993298421397
499,0.9378582638042824
501,0.8443193877896452
502,0.9473476230711309
503,0.7996475897917338
506,0.986825719153965
507,0.6693267479532801
508,0.6009473211184305
509,0.734252552366268
510,0.7942883740492973
511,0.8864467432125744
513,0.7685214428192104
515,0.964558439768088
521,0.535389086694741
522,0.8989050371083351
523,0.9047603144964091
525,0.9830886770098737
529,0.8739817969701048
530,0.6613507054575708
531,0.6975088485252058
533,0.8951903731136073
534,0.5163137869503005
535,0.9434048794448041
537,0.6729407587272124
541,0.5354730037317562
542,0.6460370604987828
543,0.2500015764304701
544,0.7992768586038895
545,0.608460280808934
549,0.921584702104897
550,0.785545611906382
551,0.7381129334069396
553,0.5266365806508365
556,0.9408841991864665
558,0.16349768811170423
560,0.7699166090224968
563,0.38160903982446437
564,0.948050986304647
567,0.42128240690040064
572,0.5882646860265216
573,0.9208629296128614
577,0.8869635797804372
583,0.8768019209109489
584,0.8346875227592944
585,0.7771354039854708
586,0.7551677883712063
588,0.8394165617556443
590,0.9505459327788693
591,0.7295265304906339
593,0.9638706405117451
594,0.6453032243341215
597,0.9291957370309154
